ID,Title,Section,Type,Priority,Preconditions,Steps,Expected Result,EMVCo Reference,Business Rule,API Endpoint,Expected HTTP,pm.test Count
13-07,13-07 Invalid transition INACTIVE→SUSPENDED,13 Token Lifecycle,Negative,High,Full setup flow completed (steps 01-11). Cannot suspend inactive token.,"1. PUT {{baseUrl_tvm}}/tvm/api/tokens/INACTIVE_PLACEHOLDER/suspend
2. Verify HTTP 400-499
3. Run 1 pm.test() assertions","HTTP 400-499, all assertions pass",Section 6.2,,PUT {{baseUrl_tvm}}/tvm/api/tokens/INACTIVE_PLACEHOLDER/suspend,400-499,1
13-08,13-08 Delete already-deleted token,13 Token Lifecycle,Functional,Medium,Full setup flow completed (steps 01-11). Double delete.,"1. DELETE {{baseUrl_tvm}}/tvm/api/tokens/DELETED_PLACEHOLDER
2. Verify HTTP 404,409
3. Run 1 pm.test() assertions","HTTP 404,409, all assertions pass",Section 6.4,,DELETE {{baseUrl_tvm}}/tvm/api/tokens/DELETED_PLACEHOLDER,"404,409",1
14-01,14-01 Detokenize - authorized party,14 De-Tokenization,Security,Medium,Full setup flow completed (steps 01-11). Authorized de-tokenization returns original PAN.,"1. POST {{baseUrl_tvm}}/tvm/api/tokens/detokenize
2. Verify HTTP 200
3. Run 2 pm.test() assertions","HTTP 200, all assertions pass",Section 5.1,,POST {{baseUrl_tvm}}/tvm/api/tokens/detokenize,200,2
14-02,14-02 Detokenize - unauthorized party,14 De-Tokenization,Security,Critical,Full setup flow completed (steps 01-11). Only authorized parties may de-tokenize.,"1. POST {{baseUrl_tvm}}/tvm/api/tokens/detokenize
2. Verify HTTP 401,403
3. Run 1 pm.test() assertions","HTTP 401,403, all assertions pass",Section 5.2,,POST {{baseUrl_tvm}}/tvm/api/tokens/detokenize,"401,403",1
14-03,14-03 Detokenize - deleted token,14 De-Tokenization,Functional,Medium,Full setup flow completed (steps 01-11). Deleted token.,"1. POST {{baseUrl_tvm}}/tvm/api/tokens/detokenize
2. Verify HTTP 404,422
3. Run 1 pm.test() assertions","HTTP 404,422, all assertions pass",Section 5.3,,POST {{baseUrl_tvm}}/tvm/api/tokens/detokenize,"404,422",1
14-04,14-04 Detokenize - invalid Luhn,14 De-Tokenization,Negative,High,Full setup flow completed (steps 01-11). Non-Luhn token rejected.,"1. POST {{baseUrl_tvm}}/tvm/api/tokens/detokenize
2. Verify HTTP 400
3. Run 1 pm.test() assertions","HTTP 400, all assertions pass",Section 3.2,,POST {{baseUrl_tvm}}/tvm/api/tokens/detokenize,400,1
14-05,14-05 Detokenize - tampered value,14 De-Tokenization,Functional,Medium,Full setup flow completed (steps 01-11). Token not in vault.,"1. POST {{baseUrl_tvm}}/tvm/api/tokens/detokenize
2. Verify HTTP 400,404
3. Run 1 pm.test() assertions","HTTP 400,404, all assertions pass",Section 5.4,,POST {{baseUrl_tvm}}/tvm/api/tokens/detokenize,"400,404",1
15-01,15-01 TDRC - within allowed domain,15 Token Domain Restriction Control,Functional,Medium,Full setup flow completed (steps 01-11). Token used in correct domain.,"1. POST {{baseUrl_tvm}}/tvm/api/tokens/authorize
2. Verify HTTP 200
3. Run 1 pm.test() assertions","HTTP 200, all assertions pass",Section 7.1,,POST {{baseUrl_tvm}}/tvm/api/tokens/authorize,200,1
15-02,15-02 TDRC - outside allowed domain,15 Token Domain Restriction Control,Functional,Medium,Full setup flow completed (steps 01-11). Wrong domain rejected.,"1. POST {{baseUrl_tvm}}/tvm/api/tokens/authorize
2. Verify HTTP 403,422
3. Run 1 pm.test() assertions","HTTP 403,422, all assertions pass",Section 7.2,,POST {{baseUrl_tvm}}/tvm/api/tokens/authorize,"403,422",1
15-03,15-03 TDRC - no restriction,15 Token Domain Restriction Control,Functional,Medium,Full setup flow completed (steps 01-11). Token with no restriction.,"1. POST {{baseUrl_tvm}}/tvm/api/tokens/authorize
2. Verify HTTP 200
3. Run 1 pm.test() assertions","HTTP 200, all assertions pass",Section 7.3,,POST {{baseUrl_tvm}}/tvm/api/tokens/authorize,200,1
15-04,15-04 TDRC - update domain mid-lifecycle,15 Token Domain Restriction Control,Functional,Medium,"Full setup flow completed (steps 01-11). Update restriction, enforce on subsequent txns.","1. PUT {{baseUrl_tvm}}/tvm/api/tokens/{{provisionedToken}}/domain
2. Verify HTTP 200
3. Run 1 pm.test() assertions","HTTP 200, all assertions pass",Section 7.4,,PUT {{baseUrl_tvm}}/tvm/api/tokens/{{provisionedToken}}/domain,200,1
16-01,16-01 Expiry - within PAN expiry,16 Token Expiry Validation,Functional,Medium,Full setup flow completed (steps 01-11). Token expiry ≤ PAN expiry.,"1. POST {{baseUrl_tvm}}/tvm/api/tokens/provision
2. Verify HTTP 200,201
3. Run 1 pm.test() assertions","HTTP 200,201, all assertions pass",Section 4.4,,POST {{baseUrl_tvm}}/tvm/api/tokens/provision,"200,201",1
16-02,16-02 Expiry - beyond PAN expiry,16 Token Expiry Validation,Functional,Medium,Full setup flow completed (steps 01-11). Token expiry > PAN expiry.,"1. POST {{baseUrl_tvm}}/tvm/api/tokens/provision
2. Verify HTTP 400
3. Run 1 pm.test() assertions","HTTP 400, all assertions pass",Section 4.4,,POST {{baseUrl_tvm}}/tvm/api/tokens/provision,400,1
16-03,16-03 Expiry - expired PAN,16 Token Expiry Validation,Functional,Medium,Full setup flow completed (steps 01-11). Already expired PAN.,"1. POST {{baseUrl_tvm}}/tvm/api/tokens/provision
2. Verify HTTP 400
3. Run 1 pm.test() assertions","HTTP 400, all assertions pass",Section 4.4,,POST {{baseUrl_tvm}}/tvm/api/tokens/provision,400,1
16-04,16-04 Expiry - quarter matches correctly,16 Token Expiry Validation,Functional,Medium,Full setup flow completed (steps 01-11). Aug→Q3.,"1. POST {{baseUrl_tvm}}/tvm/api/tokens/provision
2. Verify HTTP 200,201
3. Run 1 pm.test() assertions","HTTP 200,201, all assertions pass",,R4,POST {{baseUrl_tvm}}/tvm/api/tokens/provision,"200,201",1
16-05,16-05 Expiry - quarter mismatch,16 Token Expiry Validation,Negative,High,Full setup flow completed (steps 01-11). EXPIRY_QUARTER_MISMATCH.,"1. POST {{baseUrl_tvm}}/tvm/api/tokens/provision
2. Verify HTTP 422
3. Run 2 pm.test() assertions","HTTP 422, all assertions pass",,R4,POST {{baseUrl_tvm}}/tvm/api/tokens/provision,422,2
17-01,17-01 Idempotent duplicate request,17 Security & Fraud Controls,Security,Critical,Full setup flow completed (steps 01-11). Same request returns same token.,"1. POST {{baseUrl_tvm}}/tvm/api/tokens/provision
2. Verify HTTP 200
3. Run 1 pm.test() assertions","HTTP 200, all assertions pass",Section 4.3.4,,POST {{baseUrl_tvm}}/tvm/api/tokens/provision,200,1
17-02,17-02 Brute-force rate limit,17 Security & Fraud Controls,Security,Critical,Full setup flow completed (steps 01-11). Rate limiting.,"1. POST {{baseUrl_tvm}}/tvm/api/tokens/detokenize
2. Verify HTTP 400,429
3. Run 1 pm.test() assertions","HTTP 400,429, all assertions pass",Section 8.1,,POST {{baseUrl_tvm}}/tvm/api/tokens/detokenize,"400,429",1
17-03,17-03 Bad Luhn check digit,17 Security & Fraud Controls,Security,Critical,Full setup flow completed (steps 01-11). Invalid Luhn.,"1. POST {{baseUrl_tvm}}/tvm/api/tokens/detokenize
2. Verify HTTP 400
3. Run 1 pm.test() assertions","HTTP 400, all assertions pass",Section 3.2,,POST {{baseUrl_tvm}}/tvm/api/tokens/detokenize,400,1
17-04,17-04 Expired JWT in header,17 Security & Fraud Controls,Security,Critical,Full setup flow completed (steps 01-11). Expired auth token.,"1. POST {{baseUrl_tvm}}/tvm/api/tokens/provision
2. Verify HTTP 401
3. Run 1 pm.test() assertions","HTTP 401, all assertions pass",,,POST {{baseUrl_tvm}}/tvm/api/tokens/provision,401,1
17-05,17-05 Missing authorization,17 Security & Fraud Controls,Security,Critical,Full setup flow completed (steps 01-11). No auth header or X-TV-ID.,"1. POST {{baseUrl_tvm}}/tvm/api/tokens/provision
2. Verify HTTP 401
3. Run 1 pm.test() assertions","HTTP 401, all assertions pass",,,POST {{baseUrl_tvm}}/tvm/api/tokens/provision,401,1
17-06,17-06 SQL injection in PAN,17 Security & Fraud Controls,Security,Critical,Full setup flow completed (steps 01-11). Input sanitized.,"1. POST {{baseUrl_tvm}}/tvm/api/tokens/provision
2. Verify HTTP 400
3. Run 1 pm.test() assertions","HTTP 400, all assertions pass",,,POST {{baseUrl_tvm}}/tvm/api/tokens/provision,400,1
17-07,17-07 TAL returned per ID&V method,17 Security & Fraud Controls,Security,Critical,Full setup flow completed (steps 01-11). TAL based on ID&V.,"1. POST {{baseUrl_tvm}}/tvm/api/tokens/provision
2. Verify HTTP 200,201
3. Run 2 pm.test() assertions","HTTP 200,201, all assertions pass",Section 4.5,,POST {{baseUrl_tvm}}/tvm/api/tokens/provision,"200,201",2
18-01,18-01 ACCOUNT_NOT_ELIGIBLE,18 Error Code Validation,Functional,Medium,Full setup flow completed (steps 01-11). Validate ACCOUNT_NOT_ELIGIBLE error.,"1. POST {{baseUrl_tvm}}/tvm/api/tokens/provision
2. Verify HTTP 422
3. Run 2 pm.test() assertions","HTTP 422, all assertions pass",,R1,POST {{baseUrl_tvm}}/tvm/api/tokens/provision,422,2
18-02,18-02 TOKEN_RANGE_EXHAUSTED,18 Error Code Validation,Functional,Medium,Full setup flow completed (steps 01-11). Validate TOKEN_RANGE_EXHAUSTED.,"1. POST {{baseUrl_tvm}}/tvm/api/tokens/provision
2. Verify HTTP 422
3. Run 2 pm.test() assertions","HTTP 422, all assertions pass",,R3,POST {{baseUrl_tvm}}/tvm/api/tokens/provision,422,2
18-03,18-03 EXPIRY_QUARTER_MISMATCH,18 Error Code Validation,Negative,High,Full setup flow completed (steps 01-11). Validate EXPIRY_QUARTER_MISMATCH.,"1. POST {{baseUrl_tvm}}/tvm/api/tokens/provision
2. Verify HTTP 422
3. Run 2 pm.test() assertions","HTTP 422, all assertions pass",,R4,POST {{baseUrl_tvm}}/tvm/api/tokens/provision,422,2
18-04,18-04 BIN_RANGE_OVERLAP_DETECTED,18 Error Code Validation,Functional,Medium,Full setup flow completed (steps 01-11). Validate BIN_RANGE_OVERLAP_DETECTED.,"1. POST {{baseUrl_tvm}}/tvm/api/token-range
2. Verify HTTP 400,409
3. Run 2 pm.test() assertions","HTTP 400,409, all assertions pass",,R6,POST {{baseUrl_tvm}}/tvm/api/token-range,"400,409",2
18-05,18-05 INVALID_TOKEN_FORMAT,18 Error Code Validation,Negative,High,Full setup flow completed (steps 01-11). Non-numeric token.,"1. POST {{baseUrl_tvm}}/tvm/api/tokens/detokenize
2. Verify HTTP 400
3. Run 2 pm.test() assertions","HTTP 400, all assertions pass",Section 3.2,,POST {{baseUrl_tvm}}/tvm/api/tokens/detokenize,400,2
18-06,18-06 TOKEN_DOMAIN_VIOLATION,18 Error Code Validation,Functional,Medium,Full setup flow completed (steps 01-11). Domain violation.,"1. POST {{baseUrl_tvm}}/tvm/api/tokens/authorize
2. Verify HTTP 403,422
3. Run 2 pm.test() assertions","HTTP 403,422, all assertions pass",Section 7.2,,POST {{baseUrl_tvm}}/tvm/api/tokens/authorize,"403,422",2
18-07,18-07 Empty required fields,18 Error Code Validation,Negative,High,"Full setup flow completed (steps 01-11). Validate error response includes errorCode, errorMessage, traceId, timestamp.","1. POST {{baseUrl_tvm}}/tvm/api/tokens/provision
2. Verify HTTP 400
3. Run 2 pm.test() assertions","HTTP 400, all assertions pass",,,POST {{baseUrl_tvm}}/tvm/api/tokens/provision,400,2
